people,saying,original,english_equivalent,source_title,source_url
Spanish,English equivalent: He that makes himself an ass must not take it ill if men ride him.,,English equivalent: He that makes himself an ass must not take it ill if men ride him.,Spanish proverbs,https://en.wikiquote.org/wiki/Spanish_proverbs
Spanish,"A seguro, le llevan preso.",,"A seguro, le llevan preso.",Spanish proverbs,https://en.wikiquote.org/wiki/Spanish_proverbs
Spanish,For safety you are taken prisoner.,,For safety you are taken prisoner.,Spanish proverbs,https://en.wikiquote.org/wiki/Spanish_proverbs
Spanish,Men leap over where the hedge is lower.,A donde el seto es bajo todos pasan.,Men leap over where the hedge is lower.,Spanish proverbs,https://en.wikiquote.org/wiki/Spanish_proverbs
Spanish,English equivalent: Men leap over where the hedge is lower.,,English equivalent: Men leap over where the hedge is lower.,Spanish proverbs,https://en.wikiquote.org/wiki/Spanish_proverbs
Spanish,"Al amigo más amigo, no le fíes tu secreto, y así nunca te verás, arrepentido o sujeto.",,"Al amigo más amigo, no le fíes tu secreto, y así nunca te verás, arrepentido o sujeto.",Spanish proverbs,https://en.wikiquote.org/wiki/Spanish_proverbs
Spanish,"If you tell your secret to your friend, you will make him your master.",,"If you tell your secret to your friend, you will make him your master.",Spanish proverbs,https://en.wikiquote.org/wiki/Spanish_proverbs
Spanish,"Ward, Caroline (1842).",,"Ward, Caroline (1842).",Spanish proverbs,https://en.wikiquote.org/wiki/Spanish_proverbs
Spanish,The apple does not fall far from the tree.,Al árbol por el fruto es conocido.,The apple does not fall far from the tree.,Spanish proverbs,https://en.wikiquote.org/wiki/Spanish_proverbs
Spanish,English equivalent: The apple does not fall far from the tree.,,English equivalent: The apple does not fall far from the tree.,Spanish proverbs,https://en.wikiquote.org/wiki/Spanish_proverbs
Spanish,Children observe daily and — in their behaviour — often follow the example of their parents.".,,Children observe daily and — in their behaviour — often follow the example of their parents.".,Spanish proverbs,https://en.wikiquote.org/wiki/Spanish_proverbs
Spanish,Al cuco no cuques y al ladrón no hurtes.,,Al cuco no cuques y al ladrón no hurtes.,Spanish proverbs,https://en.wikiquote.org/wiki/Spanish_proverbs
Spanish,All is well that ends well.,Al fin es debido el honor.,All is well that ends well.,Spanish proverbs,https://en.wikiquote.org/wiki/Spanish_proverbs
Spanish,English equivalent: All is well that ends well.,,English equivalent: All is well that ends well.,Spanish proverbs,https://en.wikiquote.org/wiki/Spanish_proverbs
Spanish,Problems and misfortunes along the way can be forgotten as long as the end is satisfactory.".,,Problems and misfortunes along the way can be forgotten as long as the end is satisfactory.".,Spanish proverbs,https://en.wikiquote.org/wiki/Spanish_proverbs
Spanish,The proof of the pudding is in the eating.,Al freir de los huevos lo verá.,The proof of the pudding is in the eating.,Spanish proverbs,https://en.wikiquote.org/wiki/Spanish_proverbs
Spanish,English equivalent: The proof of the pudding is in the eating.,,English equivalent: The proof of the pudding is in the eating.,Spanish proverbs,https://en.wikiquote.org/wiki/Spanish_proverbs
Spanish,"The bird is known by his note, the man by his words.","Al hombre, en el hablar; y al pájaro, en el cantar.","The bird is known by his note, the man by his words.",Spanish proverbs,https://en.wikiquote.org/wiki/Spanish_proverbs
Spanish,"English equivalent: The bird is known by his note, the man by his words.",,"English equivalent: The bird is known by his note, the man by his words.",Spanish proverbs,https://en.wikiquote.org/wiki/Spanish_proverbs
Spanish,Fortune favours the bold.,Al hombre osado la fortuna le da la mano.,Fortune favours the bold.,Spanish proverbs,https://en.wikiquote.org/wiki/Spanish_proverbs
Spanish,English equivalent: Fortune favours the bold.,,English equivalent: Fortune favours the bold.,Spanish proverbs,https://en.wikiquote.org/wiki/Spanish_proverbs
Spanish,Meaning: "Those who act boldly or courageously are most likely to succeed.".,,Meaning: "Those who act boldly or courageously are most likely to succeed.".,Spanish proverbs,https://en.wikiquote.org/wiki/Spanish_proverbs
Spanish,Source for meaning:.,,Source for meaning:.,Spanish proverbs,https://en.wikiquote.org/wiki/Spanish_proverbs
Spanish,"Hide nothing from thy minister, physician and lawyer.","Al médico, confesor, y letrado, no le hayas engañado.","Hide nothing from thy minister, physician and lawyer.",Spanish proverbs,https://en.wikiquote.org/wiki/Spanish_proverbs
Spanish,"English equivalent: Hide nothing from thy minister, physician and lawyer.",,"English equivalent: Hide nothing from thy minister, physician and lawyer.",Spanish proverbs,https://en.wikiquote.org/wiki/Spanish_proverbs
Spanish,Nuñez De Guzman (1804).,,Nuñez De Guzman (1804).,Spanish proverbs,https://en.wikiquote.org/wiki/Spanish_proverbs
Spanish,A liar should have a good memory.,Al mentiroso le conviene ser memorioso.,A liar should have a good memory.,Spanish proverbs,https://en.wikiquote.org/wiki/Spanish_proverbs
Spanish,English equivalent: A liar should have a good memory.,,English equivalent: A liar should have a good memory.,Spanish proverbs,https://en.wikiquote.org/wiki/Spanish_proverbs
Spanish,"Meaning: ""Liars must remember the untruths they have told, to avoid contradicting themselves at some later date."".",,"Meaning: ""Liars must remember the untruths they have told, to avoid contradicting themselves at some later date."".",Spanish proverbs,https://en.wikiquote.org/wiki/Spanish_proverbs
Spanish,It is a poor mouse that has only one hole.,Al ratón de un sólo agujero presto le pilla el gato.,It is a poor mouse that has only one hole.,Spanish proverbs,https://en.wikiquote.org/wiki/Spanish_proverbs
Spanish,English equivalent: It is a poor mouse that has only one hole.,,English equivalent: It is a poor mouse that has only one hole.,Spanish proverbs,https://en.wikiquote.org/wiki/Spanish_proverbs
Spanish,Why don’t we just call plans what they really are: guesses.".,,Why don’t we just call plans what they really are: guesses.".,Spanish proverbs,https://en.wikiquote.org/wiki/Spanish_proverbs
Spanish,"Jason Fried and David Heinemeier,.",,"Jason Fried and David Heinemeier,.",Spanish proverbs,https://en.wikiquote.org/wiki/Spanish_proverbs
Spanish,"Everybody to whom much is given, much is expected.","Al que mucho se le confía, mucho se le exige.","Everybody to whom much is given, much is expected.",Spanish proverbs,https://en.wikiquote.org/wiki/Spanish_proverbs
Spanish,"English equivalent: Everybody to whom much is given, much is expected.",,"English equivalent: Everybody to whom much is given, much is expected.",Spanish proverbs,https://en.wikiquote.org/wiki/Spanish_proverbs
Spanish,"Meaning: ""More is expected of those who have received more - that is, those who had good fortune, are naturally gifted, or have been shown special favour."".",,"Meaning: ""More is expected of those who have received more - that is, those who had good fortune, are naturally gifted, or have been shown special favour."".",Spanish proverbs,https://en.wikiquote.org/wiki/Spanish_proverbs
Spanish,Source for meaning and proverbs:.,,Source for meaning and proverbs:.,Spanish proverbs,https://en.wikiquote.org/wiki/Spanish_proverbs
Spanish,"Love, smoke and cough are hard to hide.","Amores, dolores y dineros, No pueden estar secretos.","Love, smoke and cough are hard to hide.",Spanish proverbs,https://en.wikiquote.org/wiki/Spanish_proverbs
Spanish,"English equivalent: Love, smoke and cough are hard to hide.",,"English equivalent: Love, smoke and cough are hard to hide.",Spanish proverbs,https://en.wikiquote.org/wiki/Spanish_proverbs
Spanish,"Kelly, Walter Keating (1859).",,"Kelly, Walter Keating (1859).",Spanish proverbs,https://en.wikiquote.org/wiki/Spanish_proverbs
Spanish,Everyone should sweep before his own door.,Antes de criticar pon la mano en tu mecho.,Everyone should sweep before his own door.,Spanish proverbs,https://en.wikiquote.org/wiki/Spanish_proverbs
Spanish,English equivalent: Everyone should sweep before his own door.,,English equivalent: Everyone should sweep before his own door.,Spanish proverbs,https://en.wikiquote.org/wiki/Spanish_proverbs
Spanish,Look before you sign.,"Antes de firmar, mirar.",Look before you sign.,Spanish proverbs,https://en.wikiquote.org/wiki/Spanish_proverbs
Spanish,Translation: Look before you sign.,,Translation: Look before you sign.,Spanish proverbs,https://en.wikiquote.org/wiki/Spanish_proverbs
Spanish,"Antes que te cases, mira lo que haces.",,"Antes que te cases, mira lo que haces.",Spanish proverbs,https://en.wikiquote.org/wiki/Spanish_proverbs
Spanish,"Árbol que nace torcido, jamás su tronco endereza.",,"Árbol que nace torcido, jamás su tronco endereza.",Spanish proverbs,https://en.wikiquote.org/wiki/Spanish_proverbs
Spanish,A tree that is born twisted never grows straight.,,A tree that is born twisted never grows straight.,Spanish proverbs,https://en.wikiquote.org/wiki/Spanish_proverbs
Spanish,"If it isn't broken, don't fix it.","A lo bueno, dejarlo estar.'","If it isn't broken, don't fix it.",Spanish proverbs,https://en.wikiquote.org/wiki/Spanish_proverbs
Spanish,"English equivalent: If it isn't broken, don't fix it.",,"English equivalent: If it isn't broken, don't fix it.",Spanish proverbs,https://en.wikiquote.org/wiki/Spanish_proverbs
Spanish,"If you turn yourself into a doormat, others will walk over you.","A papaya puesta, papaya partida.","If you turn yourself into a doormat, others will walk over you.",Spanish proverbs,https://en.wikiquote.org/wiki/Spanish_proverbs
Spanish,"Papaya that is served, papaya that is eaten.",,"Papaya that is served, papaya that is eaten.",Spanish proverbs,https://en.wikiquote.org/wiki/Spanish_proverbs
Spanish,"English equivalent: If you turn yourself into a doormat, others will walk over you.",,"English equivalent: If you turn yourself into a doormat, others will walk over you.",Spanish proverbs,https://en.wikiquote.org/wiki/Spanish_proverbs
Spanish,"Interpretation: If you leave yourself open to abuse, people will abuse you.",,"Interpretation: If you leave yourself open to abuse, people will abuse you.",Spanish proverbs,https://en.wikiquote.org/wiki/Spanish_proverbs
Spanish,"A falta de pan, buenas son tortas.",,"A falta de pan, buenas son tortas.",Spanish proverbs,https://en.wikiquote.org/wiki/Spanish_proverbs
Spanish,"If there's no bread, cakes will do.",,"If there's no bread, cakes will do.",Spanish proverbs,https://en.wikiquote.org/wiki/Spanish_proverbs
Spanish,"In place of bread, cakes are good.",,"In place of bread, cakes are good.",Spanish proverbs,https://en.wikiquote.org/wiki/Spanish_proverbs
Spanish,"Alt. Trans.: If there's no bread, have crackers.",,"Alt. Trans.: If there's no bread, have crackers.",Spanish proverbs,https://en.wikiquote.org/wiki/Spanish_proverbs
Spanish,Settle for the next best thing.,,Settle for the next best thing.,Spanish proverbs,https://en.wikiquote.org/wiki/Spanish_proverbs
Spanish,Beggars can't be choosers.,,Beggars can't be choosers.,Spanish proverbs,https://en.wikiquote.org/wiki/Spanish_proverbs
Spanish,"In times of need, kindness is especially sweet.",,"In times of need, kindness is especially sweet.",Spanish proverbs,https://en.wikiquote.org/wiki/Spanish_proverbs
Spanish,Equivalent English proverb: Any port in a storm.,,Equivalent English proverb: Any port in a storm.,Spanish proverbs,https://en.wikiquote.org/wiki/Spanish_proverbs
Spanish,"A donde fueres, haz lo que vieres.",,"A donde fueres, haz lo que vieres.",Spanish proverbs,https://en.wikiquote.org/wiki/Spanish_proverbs
Spanish,English proverb: When among wolves we must howl.,,English proverb: When among wolves we must howl.,Spanish proverbs,https://en.wikiquote.org/wiki/Spanish_proverbs
Spanish,"Strauss, Emmanuel (1994).",,"Strauss, Emmanuel (1994).",Spanish proverbs,https://en.wikiquote.org/wiki/Spanish_proverbs
Spanish,Better foolish by all than wise by yourself.,"Antes con locos, que cuerdo a solas.",Better foolish by all than wise by yourself.,Spanish proverbs,https://en.wikiquote.org/wiki/Spanish_proverbs
Spanish,English equivalent: Better foolish by all than wise by yourself.,,English equivalent: Better foolish by all than wise by yourself.,Spanish proverbs,https://en.wikiquote.org/wiki/Spanish_proverbs
Spanish,Emanuel Strauss.,,Emanuel Strauss.,Spanish proverbs,https://en.wikiquote.org/wiki/Spanish_proverbs
Spanish,Constant dropping wears the stone.,"Agua blanda en piedra dura, tanto cavadura continua gotera cava la piedra.",Constant dropping wears the stone.,Spanish proverbs,https://en.wikiquote.org/wiki/Spanish_proverbs
Spanish,English equivalent: Constant dropping wears the stone.,,English equivalent: Constant dropping wears the stone.,Spanish proverbs,https://en.wikiquote.org/wiki/Spanish_proverbs
Spanish,"A steady effort can achieve, little by little, a great effect, as many drops do by gradually dissolving and eroding the stone."".",,"A steady effort can achieve, little by little, a great effect, as many drops do by gradually dissolving and eroding the stone."".",Spanish proverbs,https://en.wikiquote.org/wiki/Spanish_proverbs
Spanish,The more the merrier.,Apretados pero contentos.,The more the merrier.,Spanish proverbs,https://en.wikiquote.org/wiki/Spanish_proverbs
Spanish,English equivalent: The more the merrier.,,English equivalent: The more the merrier.,Spanish proverbs,https://en.wikiquote.org/wiki/Spanish_proverbs
Spanish,Aprovecha el día presente.,,Aprovecha el día presente.,Spanish proverbs,https://en.wikiquote.org/wiki/Spanish_proverbs
Spanish,A golden bit does not make the horse any better.,"Aunque la mona se vista de seda, mona se queda.",A golden bit does not make the horse any better.,Spanish proverbs,https://en.wikiquote.org/wiki/Spanish_proverbs
Spanish,English equivalent: A golden bit does not make the horse any better.,,English equivalent: A golden bit does not make the horse any better.,Spanish proverbs,https://en.wikiquote.org/wiki/Spanish_proverbs
Spanish,"To those who are given to virtue, the boast of titles is wholly alien and distasteful."".",,"To those who are given to virtue, the boast of titles is wholly alien and distasteful."".",Spanish proverbs,https://en.wikiquote.org/wiki/Spanish_proverbs
